isbn,title,authors,overview
9780374281427,Triangle,['Katharine Weber'],"<p>By the time she dies at age 106, Esther Gottesfeld, the last survivor of the Triangle Shirtwaist fire, has told the story of that day many times. But her own role remains mysterious: How did she survive? Are the gaps in her story just common mistakes, or has she concealed a secret over the years? As her granddaughter seeks the real story in the present day, a zealous feminist historian bears down on her with her own set of conclusions, and Esther's voice vies with theirs to reveal the full meaning of the tragedy.</p><p>A brilliant chronicle of the event that stood for ninety years as New York's most violent disaster, Triangle forces us to consider how we tell our stories, how we hear them, and how history is forged from unverifiable truths.</p>"
9780374281434,Happy Now?: A Novel,['Katherine Shonk'],"<p><b>HOW FAR WILL WE GO TO DENY THE DARKER SIDE OF OUR RELATIONSHIPS? HOW MUCH WILL WE RISK TO BE HAPPY?</b></p>
<p>After many lonely years and alarming Internet dates, Claire Kessler, an artist and self-proclaimed homebody, believed she had found the perfect man. Jay was earnest, romantic, and gainfully employed, and within a year they were married.</p>
<p>Less than two years later, Jay had killed himself.</p>
<p>On Valentine’s Day.</p>
<p><i>Happy Now?</i> follows Claire’s chaotic and often tragicomic journey through the weeks that follow her husband’s suicide. Nomie, Claire’s pregnant younger sister, welcomes Claire into her guesthouse and abandons her own husband in solidarity. Claire’s father turns into a concerned stalker, trailing her every movement. Encounters with well-meaning therapists go horribly awry, and Jay’s abandoned cat goes on a hunger strike. All the while, Jay’s suicide note lurks on the coffee table, waiting for Claire to gather the courage to read it. As she struggles to confront the truth about her marriage, Claire also struggles to negotiate life as a young widow—the well-intentioned remarks, the sympathy bouquets, and the terrifying prospect of dating (and loving) again.</p>
<p>With wit and compassion, Katherine Shonk explores both the possibilities and the limitations of human relationships. <i>Happy Now?</i> is an uncommonly honest portrait of love, loss, and letting go.</p>"
9780374281441,White Guys: A Novel,['Anthony Giardina'],"<p>Back in hardscrabble Winship, Massachusetts, in the early 1970s, Billy Mogavero was everything his best friend Timmy wanted to be—tough, sexy, graceful, a leader of young men. Twenty years later, Billy is a paint salesman still living with his parents, and Timmy an upstanding, if bored, suburbanite. When Timmy and his old friends help him score a job in mall development, Billy's charm catapults him into middle class respectability, and a good marriage. But one night, outside a housing project in South Boston, Billy and his pregnant wife are the victims of a drive-by shooting, which only Billy survives. And when a disturbing piece of evidence in the shooting turns up at Timmy's door, he is drawn into a series of events that threaten his own suburban existence—a risk that is both terrifying and seductive.</p>"
9780374281526,"The Invisible Cure: Africa, The West, And The Fight Against Aids",['Helen Epstein'],"<p>In 1993, Helen Epstein, a scientist working with a biotechnology company searching for an AIDS vaccine, moved to Uganda, where she witnessed firsthand the suffering caused by the epidemic. Now, in her unsparing and illuminating account of this global disease, she describes how international health experts, governments, and ordinary Africans have struggled to understand the rapid and devastating spread of the disease in Africa, and traces the changes wrought by new medical developments and emerging political realities. It is an account of scientific discovery and intrigue with implications far beyond the fight against one tragic disease.</p>
<p>The AIDS epidemic is partly a consequence of the rapid transition of African societies from an agrarian past to an impoverished present. Millions of African people have yet to find a place in an increasingly globalized world, and their poverty and social dislocation have generated an earthquake in gender relations that deeply affects the spread of HIV. But Epstein argues that there are solutions to this crisis, and some of the most effective ones may be simpler than many people assume.</p>
<p>Written with conviction, knowledge, and insight, <i>Why Don't They</i> <i>Listen?</i> will change how we think about the worst health crisis of the past century, and our strategies for improving global public health.</p>"
9780374281540,Crossing The Sierra De Gredos: A Novel,['Peter Handke'],
9780374281588,I Am Charlotte Simmons: A Novel,['Tom Wolfe'],
9780374281625,Lamentations Of The Father,"['Frazier, Ian.']","<p>When <i>The Atlantic Monthly</i> celebrated its 150th anniversary by publishing excerpts from the best writing ever to appear in the magazine, in the category of the humorous essay it chose only four pieces—one by Mark Twain, one by James Thurber, one by Kurt Vonnegut, and Ian Frazier’s 1997 essay “Lamentations of the Father.” The title piece of this new collection has had an ongoing life in anthologies, in radio performances, in audio recordings, on the Internet, and in photocopies held by hamburger magnets on the doors of people’s refrigerators. The august company in which <i>The Atlantic</i> put Frazier gives an idea of where on the literary spectrum his humorous pieces lie. Frazier’s work is funny and elegant and poetic and of the highest literary aspiration, all at the same time. More serious than a “gag” writer, funnier than most essayists of equal accomplishment, Frazier is of a classical originality. This collection, a companion to his previous humor collections <i>Dating Your Mom</i> (1985) and <i>Coyote v. Acme</i> (1996), contains thirty-three pieces gathered from the last thirteen years.</p>
<p>Past winner of the Thurber Prize for American Humor; author of the nonfiction bestsellers <i>Great Plains</i>, <i>Family</i>, and <i>On the Rez</i>; contributor to <i>The New Yorker</i>, <i>Outside</i>, and other magazines, Frazier is the greatest writer of our (or indeed of any) age.</p>"
9780374281632,Gone To New York: Adventures In The City,['Ian Frazier'],
9780374281687,"John Kenneth Galbraith: His Life, His Politics, His Economics",['Richard Parker'],"<p class=""null1"">The life and times of America’s most celebrated economist, assessing his lessons—and warnings—for us today</p>
<p>John Kenneth Galbraith’s books—among them <i>The Affluent Society</i> and <i>American Capitalism</i>—are famous for good reason. Written by a scholar renowned for energetic political engagement and irrepressible wit, they are models of provocative good sense that warn prophetically of the dangers of deregulated markets, war in Asia, corporate greed, and stock-market bubbles. Galbraith’s work has also deeply—and controversially—influenced his own profession, and in Richard Parker’s hands his biography becomes a vital reinterpretation of American economics and public policy.</p>
<p>Born and raised on a small Canadian farm, Galbraith began teaching at Harvard during the Depression. He was FDR’s “price czar” during the war and then a senior editor of <i>Fortune</i> before returning to Harvard and to fame as a bestselling writer. Parker shows how, from his early championing of Keynes to his acerbic analysis of America’s “private wealth and public squalor,” Galbraith regularly challenged prevailing theories and policies. And his account of Galbraith’s remarkable friendship with John F. Kennedy, whom he served as a close advisor while ambassador to India, is especially relevant for its analysis of the intense, dynamic debates that economists and politicians can have over how America should manage its wealth and power. This masterful chronicle gives color, depth, and meaning to the record of an extraordinary life.</p>"
9780374281694,Real Time: Stories And A Reminiscence,['Amit Chaudhuri'],
9780374281779,Toward Rational Exuberance: The Evolution Of The Modern Stock Market,['B. Mark Smith'],
9780374281786,Turning On The Girls,"['Benard, Cheryl , 1953-']","<p>It's 2000something, the world has just been taken over by women, and things are wonderful, or at least they will be just as soon as the new rulers finish fixing things. And here's Lisa, a dedicated young employee of the new government, ready to do her part. Why does she have stacks of pornography, love stories, and romance novels on her desk? Well, that's her job! To come up with politically correct sexual fantasies for women. No more lovesick simpering, no more masochistic daydreams! Women are going to learn to be turned on by healthier, more dignified fantasies — just as soon as Lisa can come up with some. And if you think that sounds like a fun assignment, why don't you try it. Don't tell her boss, but Lisa's pretty much totally stuck!</p>
<p>Fortunately, she has her trusty assistant, Justin. He's about to graduate from the Revolution's men's reeducation program, and he's willing to do whatever it takes to make this project a success. Working in the Ministry for all of these very serious ladies can wear a guy out, but Justin keeps himself entertained with a private project of his own: to investigate whether, contrary to appearances, liberated women actually do have a sense of humor.</p>
<p>Meanwhile, not all men are pleased with this kinder, gentler world. Harmony, a secret men's movement, is planning a violent uprising to put women back in their place. Lisa and Justin are recruited by security forces to infiltrate Harmony. Before long they find themselves in Zone Six — where the unreformable men reside — on the run, trying to save the world as they know it.</p>
<p>Cheryl Benard's deftly comic novel gives us a chance to envision a world designed by women and to reflect on how such a world would differ from our own.</p>
<p><b>Cheryl Benard</b> is a sociologist and the author of numerous highly successful nonfiction books published in Europe, as well as the novel <i>Moghul Buffet</i> (FSG, 1998). She lives in Vienna, Austria, and North Potomac, Maryland.</p>"
9780374281809,Rowing To Latitude: Journeys Along The Arctic's Edge,['Jill Fredston'],
9780374281830,Split Estate: A Novel,['Charlotte Bacon'],"<p><b>A wonderfully tough-minded novel from a master dramatist of the poignant, interwoven crises of modern life</b></p>
<p><i>Split Estate</i> opens with devastating scenes of a family at a horrific juncture: the wife of Arthur King and mother of his two teenage children, Celia and Cam, has recently committed suicide, jumping out the window of their New York apartment.</p>
<p>Charlotte Bacon's luminous new novel tracks the King family as it struggles to survive in the months that follow. Arthur, an attractive lawyer who has always been edgy about city dwelling, decides they must move back to his home state of Wyoming for the summer, where his mother, Lucy, welcomes her orphaned grandchildren and her wounded son to her much loved but diminished ranch. From the perspective of each protagonist in turn, we watch shy Celia and handsome Cam, distraught Arthur and brave Lucy face themselves and their future in a Wyoming that is beautiful and consoling, yet beset by new threats of destruction.</p>
<p>A split estate is a form of real property in which the mineral rights have been split off from the other land uses to which the owner is entitled. This has transformed the landscape the Kings love and jeopardized Lucy's independence. In truth, the Kings' very lives have become split estates—for Celia, on the brink of adolescence; for Cam, approaching independent adulthood; for Arthur, divided between the West and New York. <i>Split Estate</i> is a heartrending depiction of an American family sturggling to deal with irrevocable damage to their lives and surroundings.</p>"
9780374281854,There Is Room For You: A Novel,['Charlotte Bacon'],"In a braided narrative that unites the stories of two striking women, Charlotte Bacon explores the emotional and psychological turbulence of suppressed family histories, the bravery needed to renew broken lives, and the difficulties we all have in responding to the pain of others.<br>
<br>
Anna Singer, a charmingly independent young New Yorker, feels derailed after losing her father to a car accident and her husband to a younger woman. She books a trip to India, hoping that there she will be able to put her grief into perspective. Though this is her first visit, India has always tantalized her: her English mother, Rose, was raised in Calcutta during the twilight of the British Raj, but seldom spoke of her childhood. Then, as Anna departs, Rose gives her a manuscript in which she has recorded her Indian memories--growing up with a Hindu ayah and a widower father, torn between two cultures and belonging completely to neither. Anna's sense of how she fits into the world is unexpectedly challenged by the daunting complexity of modern India, but even greater surprises are in store when she turns the pages of her mother's memoir. <br>
<br>
<i>There is Room for You</i> brilliantly traces the experience of India from the dual perspectives of Anna, who flees to the country, and Rose, who fled from it. The unexpected parallels in the lives of mother and daughter become a nuanced contemplation of the nature of family in a world of profound suffering.<br>"
9780374281861,My Garden Book,['Jamaica Kincaid'],
9780374281922,A Gift For Admiration: Further Memoirs,['James Lord'],"A Gift for Admiration continues James Lord's series of enthralling, revealing, and sensitively wrought memoirs with six intimate portraits of some of this century's most successful promoters of the arts. He evokes Henry McIlhenny, an extravagant, generous heir who devoted himself to his collection of great nineteenth-century French paintings, to pleasure, and to the entertainment of his friends in a Jamesian milieu that has since disappeared; he recalls Isabel Rawsthorne, the dissipated and alcoholic beauty whose dour paintings were unremarkable next to the edgy portraits that Francis Bacon and Alberto Giacometti made of her; he describes Peggy Guggenheim's Venice home, where he got to know the great collector and promoter of modern art in the shrine she had built to her passion. Lord also traces the fates of Sonia Orwell and Peter Watson, supporters of Cyril Connolly's historic literary review, Horizon, and Ethel Bliss Platt, whose home in Englewood, New Jersey, was resplendent with Italian art but who probably derived even more pleasure from her unconventional garden - a meadow of wildflowers. Lord depicts these cultured, privileged, and art-filled lives with a deft touch, and from a rare perspective: that of friend and confidant."
9780374281991,"Positively 4th Street The Lives And Times Of Joan Baez,bob Dylan,mimi Baez Farina And Richard Farina",['David Hajdu'],"<p>When twenty-five-year-old Bob Dylan wrecked his motorcycle near Woodstock in 1966 and dropped out of the public eye, he was already recognized as a genius, a youth idol with an acid wit and a barbwire throat; and Greenwich Village, where he first made his mark, was unquestionably the center of youth culture.</p>
<p>In <i>Positively 4th Street</i>, David Hajdu recounts the emergence of folk music from cult practice to popular and enduring art form as the story of a colorful foursome: not only Dylan but also his part-time lover Joan Baez — the first voice of the new generation; her sister Mimi — beautiful, haunted, and an artist in her own right; and Mimi's husband, Richard Fariña, a comic novelist (<i>Been Down So Long It Looks Like Up to Me</i>) who invented the worldly-wise bohemian persona that Dylan adopted — some say stole — and made his own.</p>
<p>A national bestseller in hardcover, acclaimed as ""one of the best books about music in America"" (Jonathan Yardley, <i>The Washington Post</i>), <i>Positively 4th Street</i> is that rare book with a new story to tell about the 1960s — about how the decade and all that it is now associated with were created in a fit of collective inspiration, with an energy and creativity that David Hajdu has captured on the page as if for the first time.</p>"
9780374282332,The Vagabond,['Colette'],
9780374282394,Dark Lover: The Life And Death Of Rudolph Valentino,['Emily W. Leider'],"<b>From the author of B<i>ecoming Mae West</i>—an in-depth look at the Silver-Screen legend who forever changed America’s idea of the leading man</b><br>
<br>
Tango pirate, gigolo, powder puff, Adonis—all have been used to describe the silent-film icon known as Rudolph Valentino. From his early days as a taxi dancer in New York City to his near apotheosis as the ultimate Hollywood heartthrob, Rudolph Valentino (often to his distress) occupied a space squarely at the center of controversy. In this thoughtful retelling of Valentino’s short and tragic life—the first fully documented biography of the star—Emily W. Leider looks at the Great Lover’s life and legacy, and explores the events and issues that made him emblematic of the Jazz Age. Valentino’s androgynous sexuality was a lightning rod for fiery and contradictory impulses that ran the gamut from swooning adoration to lashing resentment. He was reviled in the press for being too feminine for a man; yet he also brought to the screen the alluring, savage lover who embodied women’s darker, forbidden sexual fantasies.<br>
<br>
In tandem, Leider explores notions of the outsider in American culture as represented by Valentino’s experience as an immigrant who became a celebrity. As the silver screen’s first dark-skinned romantic hero, Valentino helped to redefine and broaden American masculine ideals, ultimately coming to represent a graceful masculinity that trumped the deeply ingrained status quo of how a man could look and act.<br>"
9780374282950,Box 21,"['Roslund, Anders , 1961-']",
9780374283094,The Venus Fixers: The Remarkable Story Of The Allied Soldiers Who Saved Italy's Art During World War Ii,"['Brey, Ilaria Dagnini , 1955-']","<p>In 1943, with the world convulsed by war and a Fascist defeat in Europe far from certain, a few visionaries—civilians and soldiers alike—saw past questions of life and death to realize that victory wasn’t the only thing at stake. So was the priceless cultural heritage of thousands of years.</p>
<p>In the midst of the conflict, the Allied Forces appointed the monuments officers—a motley group of art historians, curators, architects, and artists—to ensure that the great masterworks of European art and architecture were not looted or bombed into oblivion. The journalist Ilaria Dagnini Brey focuses her spellbinding account on the monuments officers of Italy, quickly dubbed “the Venus Fixers” by bemused troops.</p>
<p>Working on the front lines in conditions of great deprivation and danger, these unlikely soldiers stripped the great galleries of their incomparable holdings and sent them into safety by any means they could; when trucks could not be requisitioned or “borrowed,” a Tiepolo altarpiece might make its midnight journey across the countryside balanced in the front basket of a bicycle. They blocked a Nazi convoy of two hundred stolen paintings—including <i>Danae</i>, Titian’s voluptuous masterpiece, an intended birthday present for Hermann Göring.They worked with skeptical army strategists to make sure air raids didn’t take out the heart of an ancient city, and patched up Renaissance palazzi and ancient churches whose lead roofs were sometimes melted away by the savagery of the attacks, exposing their frescoed interiors to the harsh Tuscan winters and blistering summers. Sometimes they failed. But to an astonishing degree, they succeeded, and anyone who marvels at Italy’s artistic riches today is witnessing their handiwork.</p>
<p>In the course of her research, Brey gained unprecedented access to private archives and primary sources, and the result is a book at once thorough and grandly entertaining—a revelatory take on a little-known chapter of World War II history. <i>The Venus Fixers</i> is an adventure story with the gorgeous tints of a Botticelli landscape as its backdrop.</p>"
9780374283353,A Very Long Engagement,['Sebastien Japrisot'],"Now a major motion picture from Amelie’s director Jean-Pierre Jeunet and featuring Audrey Tautou and Jodie Foster comes a very different love story: A Very Long Engagement based on the acclaimed novel by Sébastien Japrisot<br>
A runaway bestseller in France and winner of the 1991 Prix Interallié, Sébastien Japrisot’s novel about World War I was acclaimed as “a latter-day War and Peace” by The New York Times.<br>
Set during and after the First World War, A VERY LONG ENGAGEMENT is the tale of a young woman’s search for her fiancé who she believes might still be alive despite having officially been reported as “killed in the line of duty.” Unable to walk since childhood, fearless Mathilde Donnay is undeterred in her quest as she scours the country for information about five wounded French soldiers who were brutally abandoned by their own troops. A VERY LONG ENGAGEMENTis a mystery, a love story, and an extraordinary portrait of life in France before and after the War.<br>


                        <p>A runaway bestseller in France, this stunning novel about love and war has been compared to War and Peace by the Los Angeles Times. Cinematic in sweep and emotional impact, the novel is both an absorbing mystery and a playful study of the different ways one story can be told.
</p>"
9780374283544,The Ruling Caste: Imperial Lives In The Victorian Raj,['David Gilmour'],"Between 1837 and 1901, fewer than 100,000 Britons at any one time managed an empire, of 300 million people spread over the vast are that now includes India, Pakistan, Bangladesh, and Burma. How was this possible? The British administration in India took pride in its efficiency and broad-mindedness, its devotion to duty and sense of imperial grandeur, but it has become fashionable to deprecate the empire for its arrogance and ignorance. In this balanced, witty, and multifaceted history, David Gilmour goes far to explain the paradoxes of the ""Anglo-Indians,"" showing us what they hoped to achieve and what sort of society they thought they were helping to build."
9780374283810,A Village In The Vineyards,"['Matthews, Thomas , 1953-']",
9780374283902,Vindication,['Frances Sherwood'],"In this electrifying novel, Frances Sherwood re-creates the life and times of Mary Wollstonecraft, the trailblazing English feminist. Abetted by an unruly intelligence and an unquenchable romanticism, Sherwood's Mary survives a brutal childhood to carve a courageous but always uncertain path for herself in a world of men. Rich historical settings from the chaos of Revolutionary Paris to the Bedlam insane asylum are the backdrop for the complex tale of her intellectual and emotional passions, lovers and friends, motherhood and marriage. Finalist for the National Book Critics Circle Award. A New York Times Notable Book. Reading group guide included.

                        <p>The story of Mary Wollstonecraft, a pioneer feminist and author of the radical classic A Vindication of the Rights of Women, is an impassioned, beautifully written portrait of a remarkable 18th-century woman with 20th-century sensibilities--historical fiction at its most gripping and convincing. Radio news features.
</p>"
9780374284954,Vita: A Novel,['Melania G. Mazzucco'],"<p><b>A <i>New York Times Book Review</i> Editors' Choice</b></p>
<p>In April 1903, Diamante, age twelve, and Vita, age nine, are sent by their poor families in southern Italy to make a life for themselves in America. Theirs is an unforgettable love story, a riveting tale of immigrant survival and hope that takes them from the crime-ridden tenements of Little Italy to the brutal rail yards of the Midwest, on paths that cross with the Black Hand, Caruso, and Chaplin. It is a story that reaches across decades, to the son of Vita, who would travel as far as Italy to find his roots and the man who could have been his father.</p>
<p>In <i>Vita,</i> the author, Melania G. Mazzucco, also tells her own story of how she found Diamante and Vita in old photographs, documents, ship manifests, and the fading memories of her relatives, and from these fragments of the past imagined this gripping epic fiction of her family's history.</p>"
9780374285418,,,
9780374285722,"Vulnerable In Hearts: A Memoir Of Fathers, Sons, And Contract Bridge",['Sandy Balfour'],"Contract bridge—the version of the game we play today—and Sandy Balfour’s father were both conceived in 1925 and thrust, blinking uncertainly, into the fractured world of 1926. But while Balfour’s father was the child of a bank clerk and a schoolteacher and was born in a modest apartment in Kirkcaldy, Scotland, the game he came to love had an altogether more distinguished lineage.<br>
<i>Vulnerable in Hearts</i> chronicles the eight decades of Balfour’s father’s life and the same period in the history and development of bridge, a game that has enticed players from Winston Churchill and Dwight Eisenhower to Bill Gates and Clint Eastwood. First taught the game as a child by his mildly eccentric father, Balfour is drawn to bridge as a means to try to understand him, but soon discovers the global empire of the game itself. As the narrative moves from the bridge clubs of Moscow to the World Bridge Olympiad in Istanbul, Balfour explores the complex relationships of bridge and history, rules and empire, father and son.<br>
Part memoir, part history, part game, <i>Vulnerable in Hearts</i> is a wryly entertaining account of how we communicate with one another, why we play games, and how we love."
9780374285814,"Walkable City: How Downtown Can Save America, One Step At A Time","['Speck, Jeff.']","<p>Jeff Speck has dedicated his career to determining what makes cities thrive. And he has boiled it down to one key factor: walkability.<br>
&nbsp;&nbsp;&nbsp;&nbsp; The very idea of a modern metropolis evokes visions of bustling sidewalks, vital mass transit, and a vibrant, pedestrian-friendly urban core. But in the typical American city, the car is still king, and downtown is a place that’s easy to drive to but often not worth arriving at.<br>
&nbsp;&nbsp;&nbsp;&nbsp; Making walkability happen is relatively easy and cheap; seeing exactly what needs to be done is the trick. In this essential new book, Speck reveals the invisible workings of the city, how simple decisions have cascading effects, and how we can all make the right choices for our communities.<br>
&nbsp;&nbsp;&nbsp;&nbsp; Bursting with sharp observations and real-world examples, giving key insight into what urban planners actually do and how places can and do change, <i>Walkable City</i> lays out a practical, necessary, and eminently achievable vision of how to make our normal American cities great again.</p>"
9780374285982,Wakefulness: Poems,"['Ashbery, John , 1927-2017']",
9780374286033,Watching The Spring Festival,"['Bidart, Frank , 1939-']",
9780374286217,Walking Out On The Boys,"['Conley, Frances K.']",
9780374286224,Dark Harbor: The War For The New York Waterfront,['Nathan Ward'],
9780374286262,Waterloo,"['Olsson, Karen , 1972-']",
9780374286514,The War Of The End Of The World,['Mario Vargas Llosa'],
9780374286668,The Way I Found Her,['Rose Tremain'],
9780374286699,Way Past Cool,"['Mowry, Jess , 1960- (author.)']",
