isbn,title,authors,overview
9.78037E+12,Rodeo Bride,['Myrna Mackenzie'],"<br>
Injured out of the army, soldier Dillon Farraday is stunned to discover he's a dad. He can handle a battlefield—but not a bouncing baby boy!
<p>Rodeo queen Colleen Applegate is the only one who can show him the ropes. When Dillon's son was left on her porch, she became stand-in mom to the boy. Now Dillon's got three weeks to pass daddy school with flying colors….</p>"
9.78037E+12,Sheik's Revenge (harlequin Romantic Suspense Series #1710),['Loreth Anne White'],"<br>
No rules. No mercy. 
<p>Sheik Omair Al Arif's mind was on one thing: revenge. The undercover king didn't bargain on an intoxicating enemy bent on foiling his plans. And when the two would-be foes joined forces, they discovered nothing was as it seemed-their identities, their missions and especially the flames burning between them.</p>"
9.78037E+12,Bound By The Marcolini Diamonds,['Melanie Milburne'],"<br>
When the joint guardianship of baby Molly is threatened, Italian playboy Mario Marcolini knows there is only one option: Sabrina, the child's nanny, must surrender to his diamond-laden proposal….
<p>Sabrina is wary of Mario, whose dark good looks and advances are as tempting as the devil. But marry him she will, for baby Molly's sake. The only problem is Mario thinks he's marrying an experienced gold digger—when in fact the young woman bought to be his bride is as pure and unblemished as the diamonds he has used to bind her to him!</p>"
9.78037E+12,His Mistress for a Million,['Trish Morey'],"<br><i>Jobless, homeless and penniless: humble housekeeper Cleo Taylor seeks a suitable position of employment. All good offers acceptedâ¦</i><p>Billionaire tycoon Andreas Xenides seeks beautiful woman for business contract on the luxury island of Santorini. <i>Terms: mistress for a month. Salary: one million dollars.</i> <b>Training will be givenâ¦.</b></p>"
9.78037E+12,Accidentally the Sheikh's Wife,['Barbara McMahon'],"<br>For Bethanne Saunders, flying Sheikh Rashid al Harum's private plane has its perks. When her feet touch the ground it's on the plush carpet of his sumptuous palace. And just being near gorgeous Rashid makes her feel on cloud nine!<p>Bethanne has all the luxury she can handle-until suddenly she's promoted to princess! But the dazzling rock on her finger is a stark reminder that it's a convenient engagement. Everyone knows sheikhs don't fall for ordinary girls from Texasâ¦.</p>"
9.78037E+12,The Oracle of Dating,['Allison van Diepen'],"<br>For five bucks, the Oracle of Dating will tell you:<p>* How to flirt</p><p>* If that cute guy you're crushing on likes you, too</p><p>* Whether your new romance will last through lunch period</p><p>* And <i>much</i> more</p><p>What she <i>won't</i> tell you? Who she is.</p><p>No one at Kayla's school knows she's the famous Oracle of Dating- the anonymous queen of dating advice. She doesn't even <i>have</i> a boyfriend. Two relationship disasters were enough to make Kayla focus on everyone else's love life.</p><p>But then her advice backfires on her own best friend. And Kayla starts to seriously obsess about Jared Stewart-the very cute, very mysterious new guy in school. Suddenly, the teen queen of advice needs her <i>own</i> oracle of dating-and she knows just where to find oneâ¦.</p>"
9.78037E+12,Edge of Forever,"['Sherryl Woods', 'Sarah Mayberry']","<br>HOME SWEET HOME <p>River Glen was at the edge of nowhere-a tiny, sleepy town nestled on the shores of the Potomac. It was perfect for Dana Brantley, who, after a rocky couple of years, was looking for a peaceful place to start over.</p><p>But the townspeople had other ideas for the new librarian. They thought she was perfect for their most eligible bachelor, Nick Verone. So did Nick's ten-year-old son, Tony. And so did Nick, himself. He was intrigued by the mysterious Dana, and determined to find a way through her reserve. But what he discovers is a wounded and fragile soul. It will take more than his usual charm to convince her that in River Glen-and with him-she has found the edge of forever.</p>"
9.78037E+12,Prince of Scandal,['Annie West'],"<br>Ruling princeÂ<p>Raul, Prince of Maritz, is furious that an archaic law is forcing him to wed. But scandal and unrest has dogged this prince for years, and a marriage to recently discovered princess Luisa Hardwicke will help bring stability to the monarchy.</p><p>Âreluctant princess</p><p>Only, Luisa is an outspoken, mudÂsplattered farm girl, who isn't going to come quietly! Even as she's reluctantly transformed into polished perfection, Luisa challenges Raul at every turn- and he finds himself anticipating their wedding night with an excitement he never imagined he'd feelÂ</p>"
9.78037E+12,The Sheikh's Impatient Virgin,['Kim Lawrence'],"<br>Set up against her will as a potential Arabian queen for the notorious Sheikh Karim, unworldly Eva has a plan to deter the desert king. She will convince him she's a modern, sexually experienced woman-and definitely <i>not</i> marriage material-even though she is really still a virgin.<p>However, the next thing she knows, Eva's become a bride! And her new husband is having a startling effect on herâ¦. She finds herself increasingly impatient; could it be that shy Eva is curious about what lies ahead in the sheikh's marriage bed?</p>"
9.78037E+12,Exposed: Misbehaving with the Magnate,['Kelly Hunter'],"<br>Seven years ago Gabrielle was the housekeeper's daughter, and Luc Duvalier, as the heir to a vast fortune, was forbidden! One hot kiss got Gaby banished, but she's returned home determined to face Luc as an equal-in <i>every</i> way!<p>The heat between them is all-consuming, and they both know it is only a matter of time before they give in-despite the scandal this will cause. But this maverick magnate doesn't care-he aims to keep Gaby so busy that she never leaves again!</p>"
9.78037E+12,Only Forever: A 2-in-1 Collection (harlequin Bestselling Author Collection),"['Linda Lael Miller', 'Barbara Dunlop']","<p class=""null1"">Appearances can be Deceiving</p>
<p>Vanessa Lawrence had a talent: falling for the wrong man. Case in point, her ex-husband. On the outside, the football player had looked perfect—handsome and rich. But Mr. Perfect turned out to be a lying, manipulative philanderer, and Vanessa vowed never to compromise herself for a man again.</p>
<p>Then she met Nick DeAngelo. He was also handsome and rich. And he just happened to be a former football player. His disarming charm gave her a rush, and he sure knew how to sweep a girl off her feet. But he was so much like her ex-husbandcould she trust him? Could she trust herself?</p>"
9.78037E+12,Before I Wake,['Rachel Vincent'],"<p class=""null1"">I died on a Thursday—killed by a monster intent on stealing my soul.</p>
<p class=""null1"">The good news? He didn't get it.</p>
<p class=""null1"">The bad news? Turns out not even death will get you out of high school</p>
<p>Covering up her own murder was one thing, but faking life is much harder than Kaylee Cavanaugh expected. After weeks spent ""recovering,"" she's back in school, fighting to stay visible to the human world, struggling to fit in with her friends and planning time alone with her new reaper boyfriend.</p>
<p>But to earn her keep in the human world, Kaylee must reclaim stolen souls, and when her first assignment brings her face-to-face with an old foe, she knows the game has changed. Her immortal status won't keep her safe. And this time Kaylee isn't just gambling with her own life.</p>"
9.78037E+12,The Dangerous Jacob Wilde,['Sandra Marton'],"<p class=""null1"">Jacob Wilde lived a fast and furious life of reckless abandonuntil his wild streak put a cruel end to a life spent in pursuit of pleasure</p>
<p>The Texan ranching grapevine is legendary, so Addison McDowell has heard all about Jacob Wilde's shameless past—and his scarred, solitary present. But her only focus is her future—which won't include this impossibly arrogant man!</p>
<p>Addison is no Texan wallflower—when Jake starts a fight, she's more than capable of finishing it! However, a searing attraction to a man she knows cannot love her back? <i>That</i> she has no idea how to handle.</p>"
9.78037E+12,Inside Out,"['Snyder', 'Maria V.']","<p class=""null1"">Keep Your Head Down.</p>
<p class=""null1"">Don't Get Noticed.</p>
<p class=""null1"">Or Else.</p>
<p>I'm Trella. I'm a scrub. A nobody. One of thousands who work the lower levels, keeping Inside clean for the Uppers. I've got one friend, do my job and try to avoid the Pop Cops. So what if I occasionally use the pipes to sneak around the Upper levels? The only neck at risk is my own…until I accidentally start a rebellion and become the go-to girl to lead a revolution.</p>"
9.78037E+12,Pumpkin Seed Massacre (a Ben Pecos Mystery) (worldwide Library Mysteries),['Susan Slater'],"<p class=""null1"">Murder in Reserve</p>
<p>Native American psychologist Ben Pecos has returned to the New Mexico pueblo of his birth as an intern with the Indian Health Service. Still struggling with the demons of his past, he is plunged into the nightmare rampage of a mysterious virus that is killing the residents of the pueblo, including his own grandmother.</p>
<p>One of the victims, the powerful tribal governor, opposed the construction of a proposed gambling casino on pueblo land. Ben suspects his murder was premeditated — but that doesn't explain the insidious killer now stalking the innocent. Undaunted, Ben digs deep into the motives of power, greed and the ruthless manipulation of science to root out a killer whose deadly agenda may be spiraling out of control.</p>"
9.78037E+12,The Iron Knight (iron Fey),['Julie Kagawa'],"<p class=""null1"">My name—my True Name—is Ashallayn’ darkmyr Tallyn. I am the last remaining son of Mab, Queen of the Unseelie Court. And I am dead to her. My fall began, as many stories do, with a girl</p>
<p>To cold faery prince Ash, love was a weakness for mortals and fools. His own love had died a horrible death, killing any gentler feelings the Winter prince might have had. Or so he thought.</p>
<p>Then Meghan Chase—a half human, half fey slip of a girl—smashed through his barricades, binding him to her irrevocably with his oath to be her knight. And when all of Faery nearly fell to the Iron fey, she severed their bond to save his life. Meghan is now the Iron Queen, ruler of a realm where no Winter or Summer fey can survive.</p>
<p>With the unwelcome company of his archrival, Summer Court prankster Puck, and the infuriating cait sith Grimalkin, Ash begins a journey he is bound to see through to its end—a quest to find a way to honor his vow to stand by Meghan's side.</p>
<p>To survive in the Iron Realm, Ash must have a soul and a mortal body. But the tests he must face to earn these things are impossible. And along the way Ash learns something that changes everything. A truth that challenges his darkest beliefs and shows him that, sometimes, it takes more than courage to make the ultimate sacrifice.</p>"
9.78037E+12,Princess From The Shadows,['Maisey Yates'],"<p class=""null1"">Stop The Press: Santina' Secret Baby Scandal!</p>
<p>Santina's royal palace officials were tight-lipped about claims that Prince Rodriguez Anguiano was jilted by his fiancée. But it seems the prince did not leave Santina empty-handed after all!</p>
<p>Princess Carlotta Santina has been living out of the spotlight and under a cloud since giving birth to her illegitimate son. Now she's arriving at Rodriguez's Spanish palace in preparation for their forthcoming nuptials.</p>
<p>Perhaps the prince should get some new advisers, because he's about to discover that his blushing bride comes with an unexpected bonus!</p>"
9.78037E+12,The Husband She Never Knew,['Kate Hewitt'],"<p class=""null1"">What he wants, he takes!</p>
<p>Cruelly discarded on her wedding night, Noelle Ducasse buries the shame of being an untouched bride—creating a new, glamorous life to mask the relentless ache of loneliness. Until Ammar returns</p>
<p>The image of Noelle's guileless eyes lingers with Ammar still. Noelle can refuse him all she likes, but this time the ruthless Ammar will not be denied. He'll spend each moment of each night proving that—no matter how much her mind denies it—she <i>will</i> melt under her husband's exquisite touch.</p>"
9.78037E+12,Woman In A Sheikh's World (harlequin Presents Series #3104),['Sarah Morgan'],"<p class=""null1"">With a client list hotter than the Zubran desert, wedding planner Avery Scott shouldn't be surprised that her latest client is Crown Prince Malik of Zubran—the man who once lit her body on firebefore steamrollering over her heart.</p>
<p>Determined to ignore Malik's lethal charm, Avery makes a very personal not-to-do list:</p>
<p>1. Not being Malik's intended, our relationship <i>must</i> remain 100 percent professional.</p>
<p>2. His arranged bride might have run away, but I mustn't distract him—for the kings of Zubran, duty <i>always</i> comes first.</p>
<p>3. However luxurious the Bedouin tent—and smoldering the tension—pride dictates the touch I crave stays strictly forbidden.</p>"
9.78037E+12,The Lost Prince (The Iron Fey),['Julie Kagawa'],"<p class=null1>Don't look at Them. Never let Them know you can see Them.</p><p>That is Ethan Chase's unbreakable rule. Until the fey he avoids at all costs-including his reputation-begin to disappear, and Ethan is attacked. Now he must change the rules to protect his family. To save a girl he never thought he'd dare to fall for.</p><p>Ethan thought he had protected himself from his older sister's world-the land of Faery. His previous time in the Iron Realm left him with nothing but fear and disgust for the world Meghan Chase has made her home, a land of myth and talking cats, of magic and seductive enemies. But when destiny comes for Ethan, there is no escape from a danger long, long forgotten.</p>"
9.78037E+12,The Cattleman's Special Delivery (Harlequin Romance Series #4349),['Barbara Hannay'],"<p class=null1>Reece Weston had never held a baby until the night he saved pregnant Jess Cassidy during a raging storm and delivered her tiny daughter</p><p>Single mom Jess has never forgotten her rescuer. So, when her baby is a few months old, she seizes the chance to repay the favor.</p><p>Cattleman Reece is usually content with the silence of the Outback-shutting out emotions, distractions. But with the woman who's been haunting his dreams in his homestead, and her adorable daughter uttering <i>Da</i> as her first word, his resolve starts to crumbleÂ.</p>"
9.78037E+12,Pushing the Limits,['Katie McGarry'],"<p class=null1>So wrong for each otherÂ<b>and yet so right.</b></p><p>No one knows what happened the night Echo Emerson went from popular girl with jock boyfriend to gossiped-about outsider with freaky scars on her arms. Even Echo can't remember the whole truth.</p><p>But when Noah Hutchins, the smoking-hot, girl-using loner in the black leather jacket, explodes into her life with his surprising understanding, Echo's world shifts in ways she could never have imagined. They should have nothing in common.</p><p>Yet the crazy attraction between them refuses to go away. And Echo has to ask herself just how far they can <b>PUSH THE LIMITS</b> and what she'll risk for the one guy who might teach her <b>HOW TO LOVE AGAIN.</b></p>"
9.78037E+12,The Iron Queen,['Julie Kagawa'],"<p class=null1>The <i>New York Times</i> Bestseller</p><p>My name is Meghan Chase.</p><p>I thought it was over. That my time with the fey, the impossible choices I had to make, the sacrifices of those I loved, was behind me. But a storm is approaching, an army of Iron fey that will drag me back, kicking and screaming. Drag me away from the banished prince who's sworn to stand by my side. Drag me into the core of conflict so powerful, I'm not sure anyone can survive it.</p><p>This time, there will be no turning back.</p>"
9.78037E+12,A Wolf In Sheep's Clothing: A 2-in-1 Collection (bestselling Author Collection),"['Joan Johnston', 'Cara Summers']","<p><b>A new life, a second chance</b></p>
<p>Inheriting a practically derelict sheep ranch in Montana wouldn't be considered a windfall for most people. But for Harriet Allistair, it was perfect. The exact challenge to prove to her family and herself that she wasn't a failure, that she could be someone.</p>
<p>And she didn't need help, particularly from Nathan Hazard. He might be charming and handsome and a successful sheep rancher in his own right, but Harriet didn't trust his motives. Yet facing the house falling apart, the business in bankruptcy, the land and animals needing attention and her own heart betraying her, could she really do it without him? Did she want to?</p>"
9.78037E+12,Milwaukee Summers Can Be Deadly (worldwide Library Mysteries),['Kathleen Barret'],"<p><b>Hot Days, Cold Bodies.</b></p>
<p>Ex-attorney turned legal researcher Beth Hartley knows that history often repeats itself — especially when it comes to untimely death. The murder of a prominent CPA sends a buzz through the historical city of Milwaukee, and the desperate plea of a sixteen-year-old boy, the son of the dead man, draws Beth into the case.</p>
<p>Investigatin the death of Phillip Barry, she discovers the man was a notorious womanizer whose affairs could have left any number of women — including his wife — with a dangerous desire for revenge. More than one person has interesting secrets to share about Phillip. Unfortunately the prime candidate — Phillip's secretary — is murdered before she can reveal what she knows. Beth's talent for finding the missing links leads her to a solution as tragic as it is shocking, and reveals why this Milwaukee summer could turn out to be quite deadly for her.</p>
<p><b>Kathleen Anne Barrett</b> introduced spunky Beth Hartley to mystery fans in ""Milwaukee Winters Can Be Murder,"" one of the titles in HOMICIDE FOR THE HOLIDAYS, a bestselling anthology published by Worldwide Mystery (10/00). Kathleen graduated from St. Mary's Academy and then went on to obtain accounting and law degrees from Marquette University. She now resides in a New Jersey suburb of Philadelphia.</p>"
9.78037E+12,Milwaukee Autumns Can Be Lethal,['Kathleen Barret'],"<p><b>Legally Dead</b></p>
<p>Lawyer turned legal researcher and amateur sleuth, Beth Hartley is hired to do some work for an old law-school acquaintance, Don Balstrum. But when she finds Don murdered in his office, her meticulous mind for details leads her immediately on the path of a complex crime.</p>
<p>With her tenacity and insight into the legal profession, she soon opens many dark doors into Don's world: his unforgiving father, his antagonistic twin brother, his cagey business partners and his ex-wife all have secrets to hide. Soon a ruthless and tragic picture of money laundering, blackmail, embezzlement and broken hearts begins to emerge. Warning notes to back off — or else — tell Beth she's treading on dangerous ground. And her next step may put her face-to-face with a killer.</p>"
9.78037E+12,Daring To Date The Boss,"['Wallace', 'Barbara']","<p><b>She's ruled out romance</b></p>
<p>Liz Strauss is the queen of control. As a single mom she's got to be. But her attraction to new boss Charles ""Ice King"" Bishop throws oh-so-careful Liz into a complete tailspin. Suddenly her nightmares over her son's future have been replaced by dreams of romantic dates!</p>
<p><b>But her boss has other ideas!</b></p>
<p>It's been years since Liz has trusted anyone not to hurt her. Sharing sizzling kisses with Charles is one thing, but believing that his frosty exterior conceals a heart that will beat for her—for always—is quite another.</p>"
9.78037E+12,A Merger... or Marriage?,"['Thayne', 'RaeAnne']","<p><b>The prodigal Wilder returns</b></p><p>To snag a coveted promotion, financial whiz Anna Wilder had to close one last important deal: the takeover of her hometown hospital, Walnut River General. Black Sheep Anna had never felt like she'd fit into the respected Wilder clan, and now her job was making the proposed merger personal--especially when she met her opponent in the boardroom!</p><p>Richard Green was the savvy attorney--and ex-love--determined to foil her plans. After one unbelievable kiss years ago, Anna had run far away from her home, her insecurities and the man who made her pulse quicken. But perhaps her return was a second chance in disguise. Could Richard convince Anna that <i>this</i> merger was bad business...and take over her heart instead?</p>"
9.78037E+12,A Family For The Children's Doctor,"['Drake, Dianne.']","<p><b>Two and two make one <i>very</i> special family</b></p>
<p>For renowned plastic surgeon and single mother Caprice Bonaventura, her volunteer work with children is a lifeline. Spending all her free time with her young patients and daughter means she has no chance to admit she might be missing out in other areas of life...</p>
<p>Then she meets the handsome and caring Dr. Adrian McCallan, with whom she shares the experience of being a single parent. Adrian sets her senses alight in a way no man has before. Though breaking down his emotional barriers means putting her heart on the line, Caprice knows it will be worth the risk!</p>"
9.78037E+12,Greek: Double Date,['Marsha Warner'],"<p><b>Two dates—<i>same</i> night!</b></p>
<p>Major oops. When Casey Cartwright's brother begs her to be nerdy Dale Kettlewell's date to the sure-to-be-boring Honors Engineering Awards, Casey says yes. Even though Dale is <i>totally</i> not her type… and might have a crush on her. Ugh. But it's a nice thing to do, and Casey's always been the ""nice"" girl.</p>
<p>But now, that night conflicts with the biggest event of the semester, the All-Greek formal. Casey already has a date lined up: hot transfer student Rob Howell. He's her plan to get over her sexy-slacker ex, Cappie. And even nice girls get to be bad sometimes, right?</p>
<p>What to do? With a little help from BFF Ashleigh, unwanted advice from frenemy Rebecca Logan and even a push from Cappie, what Casey does may surprise even herself….</p>"
9.78037E+12,O'halloran's Lady,['Fiona Brand'],"<p><i>""It's been nine years. I still want you.""</i></p>
<p>World-famous writer Jenna Whitmore has her share of fans. She just never thought one would be out for blood. There's only one man she can trust with her life, VIP security expert Marc O'Halloran. He left her years ago without a word, so how can she ask him for help now?</p>
<p>Marc had failed to save his wife and child once. There's no way he's letting anything happen to Jenna. Whatever their relationship had been, or is destined to become again, he's keeping it all about maintaining Jenna's safety. Marc <i>will</i> protect the woman who's given him something to live—and die—for.</p>"
9.78037E+12,Back In The Headlines (harlequin Presents Series #3101),['Sharon Kendrick'],"<p><i>""What woman</i> wouldn't <i>get all hot and bothered if Titus Alexander was staring at her like that?""</i></p>
<p>As part of a number-one-selling girl band, Roxanne Carmichael was used to having the eyes of thousands on her, but now that she's scrubbing floors, one condescending look from the Duke of Torchester fires her blood with furyand attraction!</p>
<p>Titus doesn't suffer fools, and does <i>not</i> drop his guard. But his new chambermaid is threatening his iron self-control with <i>those</i> legs and <i>that</i> wicked mouth! There's only one way he can get her out of his system—and that's to get her into his bed!</p>"
9.78037E+12,Covet,['Melissa Darnell'],"<p><i>Dangerous to be together. Painful to be apart.</i></p>
<p>Savannah Colbert knows she broke up with Tristan Coleman for the right reasons. Most of all, to keep from killing him with her new vampire abilities. But try telling her heart. Now, lost in a sea of hostile Clann faces, Sav tries to come to terms with what she's becoming and what that means for her future. And that someone is doing their best to bully her into making a terrible mistake.</p>
<p>Tristan can't believe Sav won't even talk to him. If being apart is her decision, fine. Just don't expect him to honor it. But even as he prepares to fight for the girl he loves, forces beyond their control take them both in directions neither could have foreseen or prepared for.</p>
<p>A reckoning is comingand not everyone will survive.</p>"
9.78037E+12,Allegiance,['Cayla Kluver'],"<p><i>He couldn't help his past any more than he could help the way those intense, deep blue eyes pierced me and held me captive.</i></p>
<p>An eighteen-year-old queen in love with the enemy as their countries pass the point of no return</p>
<p>Bound to a man she cannot love, Queen Alera of Hytanica must forget Narian, the young man who holds her heart. For Narian is destined to conquer Hytanica at the behest of his master, the powerful magic-user known as the Overlord. Alera doesn't truly believe Narian will fight against Hytanica—until Cokyrian troops attack with Narian commanding the charge.</p>
<p>Faced with the greatest betrayal a heart can know, Alera must set aside personal feelings and lead her kingdom through its darkest time. And when all hope, will and courage seem lost, she must find strength and remember that even the blackest night must have a dawn.</p>"
9.78037E+12,Goddess Interrupted,['AimÃ E Carter'],"<p><i>Kate Winters has won immortality. But if she wants a life with Henry in the Underworld, she'll have to fight for it.</i></p>
<p>Becoming immortal wasn't supposed to be the easy part. Though Kate is about to be crowned Queen of the Underworld, she's as isolated as ever. And despite her growing love for Henry, ruler of the Underworld, he's becoming ever more distant and secretive. Then, in the midst of Kate's coronation, Henry is abducted by the only being powerful enough to kill him: the King of the Titans.</p>
<p>As the other gods prepare for a war that could end them all, it is up to Kate to save Henry from the depths of Tartarus. But in order to navigate the endless caverns of the Underworld, Kate must enlist the help of the one person who is the greatest threat to her future.</p>
<p>Henry's first wife, Persephone.</p>"
9.78037E+12,A Night Of No Return,['Sarah Morgan'],"<p><i>Money, charm and sensual skills don't make up for a heart colder than ice</i></p>
<p>Wild parties, wanton women, relentless work—nothing helps tycoon Lucas Jackson escape his dark and haunting past. Arriving at his rural castle in a snarling snowstorm, he craves only complete isolation. But it seems oblivion can take an unexpected and highly intoxicating form!</p>
<p>Personally delivering the vital file left on her boss's desk, secretary Emma Gray starts to seriously regret her dutiful overtime mission. She never expected the dark side of the usually controlled Lucas could generate such a primitive, powerful—and entirely inappropriate—reaction.</p>"
9.78037E+12,Intertwined (an Intertwined Novel),['Gena Showalter'],"<p><i>Most</i> sixteen-year-olds have friends. Aden Stone has four human souls living inside him:</p>
<p>One can time-travel.</p>
<p>One can raise the dead.</p>
<p>One can tell the future.</p>
<p>And one can possess another human.</p>
<p>With no other family and a life spent in and out of institutions, Aden and the souls have become friends. But now they're causing him all kinds of trouble. Like, he'll blink and suddenly he's a younger Aden, reliving the past. One wrong move, and he'll change the future. Or he'll walk past a total stranger and know how and when she's going to die.</p>
<p>He's so over it. All he wants is peace.</p>
<p>And then he meets a girl who quiets the voices. Well, as long as he's near her. <i>Why?</i> Mary Ann Gray is his total opposite. He's a loner; she has friends. He doesn't care what anyone thinks; she tries to make everyone happy. And while he attracts the paranormal, she <i>repels</i> it. For her sake, he should stay away. But it's too late….</p>
<p>Somehow, they share an inexplicable bond of friendship. A bond about to be tested by a werewolf shape-shifter who wants Mary Ann for his own, and a vampire princess Aden can't resist.</p>
<p>Two romances, both forbidden. Still, the four will enter a dark underworld of intrigue and danger—but not everyone will come out alive….</p>"
